,DateTime,Angry,Disgust,Happy,Sad,Surprise,Neutral,Maximum Predicted Emotion
200,2019-11-30 14:44:25.552360,0.13069476187229154,0.0020522733684629198,0.4306119382381439,0.04908830299973488,0.013326930813491344,0.013326930813491344,happy
201,2019-11-30 14:44:36.381310,0.3644909858703613,0.031030343845486637,0.07254667580127716,0.19391179084777832,0.008279543370008469,0.008279543370008469,angry
202,2019-11-30 14:44:36.422327,0.3644909858703613,0.031030343845486637,0.07254667580127716,0.19391179084777832,0.008279543370008469,0.008279543370008469,angry
203,2019-11-30 14:44:44.893495,0.5727612376213074,0.01821579784154892,0.044768419116735465,0.20805877447128296,0.0023362203501164913,0.0023362203501164913,angry
204,2019-11-30 14:44:44.935563,0.5727612376213074,0.01821579784154892,0.044768419116735465,0.20805877447128296,0.0023362203501164913,0.0023362203501164913,angry
205,2019-11-30 14:44:45.882266,0.3500981032848358,0.02601238526403904,0.1109001561999321,0.18104267120361328,0.011250140145421028,0.011250140145421028,angry
206,2019-11-30 14:44:45.922130,0.3500981032848358,0.02601238526403904,0.1109001561999321,0.18104267120361328,0.011250140145421028,0.011250140145421028,angry
207,2019-11-30 14:44:46.409605,0.4293677806854248,0.026465866714715958,0.16411618888378146,0.11821284145116805,0.013191497884690763,0.013191497884690763,angry
208,2019-11-30 14:44:46.452489,0.4293677806854248,0.026465866714715958,0.16411618888378146,0.11821284145116805,0.013191497884690763,0.013191497884690763,angry
209,2019-11-30 14:44:46.495402,0.4494220018386841,0.02475135214626789,0.12354326248168945,0.11646251380443573,0.012488096952438354,0.012488096952438354,angry
210,2019-11-30 14:44:46.555541,0.457089364528656,0.026243001222610474,0.1336156725883484,0.11775124818086626,0.01356771681457758,0.01356771681457758,angry
211,2019-11-30 14:44:46.599426,0.457089364528656,0.026243001222610474,0.1336156725883484,0.11775124818086626,0.01356771681457758,0.01356771681457758,angry
212,2019-11-30 14:44:46.684199,0.4696267247200012,0.026485597714781758,0.11892823874950408,0.11704187095165253,0.01414402760565281,0.01414402760565281,angry
